sentence	bias_score	assertive_verb_count	assertive_verb_prop	bias_count	bias_prop	coherence_marker_count	coherence_marker_prop	degree_modifier_count	degree_modifier_prop	factive_verb_count	factive_verb_prop	flesch-kincaid_grade_level	hedge_word_count	hedge_word_prop	implicative_verb_count	implicative_verb_prop	liwc_3rd_person_pronoum_count	liwc_3rd_person_pronoun_prop	liwc_achievement_word_count	liwc_achievement_word_prop	liwc_adverb_count	liwc_adverb_prop	liwc_auxiliary_verb_count	liwc_auxiliary_verb_prop	liwc_causation_word_count	liwc_causation_word_prop	liwc_certainty_word_count	liwc_certainty_word_prop	liwc_conjunction_count	liwc_conjunction_prop	liwc_discrepency_word_count	liwc_discrepency_word_prop	liwc_preposition_count	liwc_preposition_prop	liwc_tentative_word_count	liwc_tentative_word_prop	liwc_work_word_count	liwc_work_word_prop	modality	mood	opinion_count	opinion_prop	subjective_strong_count	subjective_strong_prop	subjective_weak_count	subjective_weak_prop	subjectivity_score	unique_word_count	vader_composite_sentiment	word_count
pick the one at login aka lightdm screen press the ubuntu button next to your password box k .. ill try .. thanks np lets us know if you have issues at all ^^	0.4249152957	0	0	0	0	0	0	0	0	0	0	3.2	0	0	0	0	0	0	1	0.0294	0	0	1	0.0294	0	0	1	0.0294	1	0.0294	1	0.0294	3	0.0882	1	0.0294	0	0	0.75	indicative	0	0	0	0	0	0	0.4	31	0.3612	34
"upgrade lsb-base and acpid i'm up to date what error do you get ? i don't find error :/ where do i search from ? acpid works , but i must launch it manually in a root sterm **unknown** run "" /etc/init . **unknown** stop / etc/init . **unknown** start "" on the terminal ( as root ) sudo -s first , if necessary ok i have error on start * unable to load module : toshiba_acpi confirm that you've got acpid 1.0 . **unknown** installed ? ( dpkg -l acpid ) yes yes it is"	0.4225385002	0	0	0	0	0	0	0	0	0	0	4.8	0	0	0	0	0	0	3	0.0333	1	0.0111	6	0.0667	0	0	1	0.0111	4	0.0444	2	0.0222	8	0.0889	1	0.0111	1	0.0111	0.6786	indicative	0	0	0	0	0	0	0.637	65	0.4419	90
you would need to familiarize yourself with system v . if you blackbox and want to run a program after you logged in : blackbox wm reads from . xinitrc | . xsession in ~/ . just add ' < application > & ' before you exec your wm . thanks for the tip . i have not had any luck with the . xinitrc file . blackbox does not even run when the . xinitrc file is present . i currently have blackbox running from login via the . profile file . i see . your dm ( gdm or lightboxdm or whatever you've got ) would need to be able to pass on what de has been chosen . that sounds easy but actually some dm follow x . org . afaik gdm and lightdm don't. . xinitrc should be read by blackbox surely . tj- is right , create one and ln them . my current setup is ubuntu 10.04 minimal from a net install with no wm . just blackbox . this set up is running on a thin client with just 102mb ram so i'm doing as much as i can command line only . when i installed blackbox wm there was no . xinitrc present at all . just . xsession-errors **unknown** : thanks for the link . looking into it . thanks for your help the . xsession-errors were created by your blackbox . you need to create . xinitrc or . xsession yourself . i need to know if it is 102 mb aor 1024 mb ? **unknown** ?	0.4165612726	0	0	0	0	2	0.0087	0	0	0	0	2.1	0	0	0	0	1	0.0043	0	0	11	0.0476	21	0.0909	0	0	1	0.0043	14	0.0606	10	0.0433	29	0.1255	8	0.0346	2	0.0087	0.2214	indicative	0	0	0	0	0	0	0.408	142	0.9637	231
anybody know if there is a torrent up for ubuntu server 12.04 isos ? http://releases.ubuntu.com/12.04/ ah yes , there it is , at the bottom :	0.4149619915	0	0	0	0	0	0	0	0	0	0	7.6	0	0	0	0	0	0	0	0	2	0.087	2	0.087	0	0	0	0	1	0.0435	1	0.0435	3	0.1304	1	0.0435	0	0	0.75	indicative	0	0	0	0	0	0	0	21	0.4019	23
"if you press and hold the super key . 12.04 + shows a shortcut page meta key = alt key i thought now we need a ' duper ' key .. so we can super-duper-delete shift+delete is my super-duper-gui-delete do you trust it not to be a faked 4gb device with hacked firmware that misreports its size ? kingston brand from walmart .. they had 100 's of them in a big tub . ) nice ! i had to deal with some fake kingstons recently ... the packaging had a big clue because they'd mispelt a url with "" **unknown** "" indeed , and i've been impressed by 304 . it finally has proper xrandr support so that gnome-control-center display applet can function , and it auto starts multiple monitors in side-by-side twinview on log-in if it detects them , rather than needing to have saved the layout to xorg . conf or /etc/grub . **unknown** didn't find them i installed some recently  can't remember what though ! i'll search the apt install history you are on 64bit also ? i'm on a 64-bit installation  the trpex is elf is 32-bit - it runs fine no . that 's what multi-lib is for it 's installed by default looks like a ' noexec ' issue to me with the error msg from bash you've noticed that too ? treating people like idiots ... breed unaware idiots to my mind !"	0.4148377518	0	0	0	0	1	0.0044	0	0	0	0	5.2	0	0	0	0	5	0.0221	1	0.0044	7	0.031	16	0.0708	1	0.0044	1	0.0044	11	0.0487	5	0.0221	22	0.0973	5	0.0221	0	0	0.4085	conditional	0	0	0	0	0	0	0.6333	154	0.9362	226
and my boot loader can be a tad fragile ( have winxp and win7 on the machine , plus os x . ) i wish apt-get could use torrents . and i'd like to seed my cache anyway depends on the modem . what modem do you have ? sagem family is that like a cdma or a umts modem ? most popular modems work . just boot up an ubuntu live cd or usb flash drive , plug in the modem , and see if it 's automagically recognised .	0.410402402	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0.0123	7	0.0864	2	0.0247	0	0	8	0.0988	3	0.037	6	0.0741	5	0.0617	0	0	0.3289	conditional	0	0	0	0	0	0	0.6	64	0.8794	81
"oh shit ! i thought rls was on 28 !!! :d many downsides to running 64 bit ubuntu ? 1 bit takes 4 bytes i have a win7 machine and am putting 32 bit on . there is no clear benefit for 64 and when looking into it "" programs must be coded to use it etc ..."" if ther os does how does it help ? memory access ? speed ? wouldn't tehre still be issues accessing > 3.2 gb memory in 32 bit ?"	0.3979366755	0	0	0	0	0	0	0	0	0	0	1.3	0	0	0	0	0	0	0	0	4	0.05	10	0.125	2	0.025	2	0.025	5	0.0625	3	0.0375	7	0.0875	1	0.0125	0	0	0.7656	indicative	0	0	0	0	0	0	0.5611	66	0.8372	80
multiply or uee ctrl arrow left to return to the gui or ctrl-arrow right ( multiple times ) :p may depend on the timezone )	0.39332894	0	0	0	0	0	0	0	0	0	0	8.3	0	0	0	0	0	0	0	0	0	0	1	0.04	1	0.04	0	0	2	0.08	0	0	3	0.12	4	0.16	0	0	0.25	indicative	0	0	0	0	0	0	0.3071	21	0.25	25
"i believe i've done that but i'll try again will try again this is really stupid it 's compeltely baffling . alsamixer looks exactly the same whether i am root or not is there a pulseaudio server running for your user ? i take that as a yes :) ... what is /var/log/syslog showing ... any clues ? no idea did you investigate deleting the pulseaudio config files in the ~/ . **unknown** , source } also , have you tested it by creating a new user account and trying from that ? didn't try that at all , will do that now often , a clean user account will resolve many issues like this ... then again ! how do i remove a user from a group ? "" deluser < user > < group > "" you have to logout for group changes to be effective yep , no problem there says "" you may not remove a user from their primary group "" it 's correct ! but the audio group was **unknown** in"	0.3850341081	0	0	0	0	1	0.0061	0	0	0	0	6.8	0	0	0	0	0	0	4	0.0242	10	0.0606	17	0.103	2	0.0121	1	0.0061	9	0.0545	0	0	12	0.0727	4	0.0242	1	0.0061	0.5921	conditional	0	0	0	0	0	0	0.5936	101	0.9418	165
fix what ? if its a mounted folder that you didnt manually mount , its probably in your fstab and will remount when you reboot if the current folder is a mounted folder ( e.g. of another partition) , then it'll of course show a different size a few days ago 12.04 was beta , zardox so it is a status not a different download ? is the rush to update from people with pre- 12.04 ? 12.04 crashes all the time , isn't working with my dual display right etc ... was hoping this 4 hours downloading and installing was getting something new . idk , im not part of the ubuntu build team . i dont know how often they update the final beta image .. its entirely likely they have updated it since you downloaded your image thanks	0.3819090295	0	0	0	0	1	0.0075	0	0	0	0	5.2	0	0	0	0	2	0.0149	0	0	5	0.0373	12	0.0896	2	0.0149	1	0.0075	8	0.0597	3	0.0224	9	0.0672	5	0.0373	0	0	0.5278	conditional	0	0	0	0	0	0	0.5434	97	0.7041	134
"ide=nodma ? does giving that to the kernel work , or does it need to be a module paramater ? oh , no , hang on "" pci : device **unknown** : **unknown** not available because of resource collisions "" oh god , i dont know if you can just give that to the kernel is it trying to use acpi ?"	0.3812296814	0	0	0	0	0	0	0	0	0	0	10.7	0	0	0	0	0	0	1	0.0189	1	0.0189	6	0.1132	2	0.0377	0	0	3	0.0566	2	0.0377	6	0.1132	2	0.0377	1	0.0189	0.375	indicative	0	0	0	0	0	0	0.5333	42	0.1877	53
interesting grub-install worked with / being ext3 , failed when it was xfs i thought d-i installed the relevant kernel for your machine . i have a p4 and its installed the 386 kernel holy crap a lot of stuff gets installed by default :) you are installing vim on a box of mine ) more like osx than debian ) we have a selection of python modules available for great justice ( and python development ) 2.8 is fixing them iirc pong vino will be in enjoying ubuntu ? told me to come here suggested thursday as a good day to come we froze versions a while back :) you coming today or thursday ? we're considering shifting it yay enjoying ubuntu ? usplash ! thats the one	0.3729659693	0	0	0	0	0	0	0	0	0	0	8.3	0	0	0	0	1	0.0081	1	0.0081	3	0.0242	9	0.0726	0	0	0	0	6	0.0484	0	0	13	0.1048	2	0.0161	1	0.0081	0.625	conditional	0	0	0	0	0	0	0.6115	94	0.9799	124
"should i try to upload again since i got no . upload file ? sure  if there 's no . upload , it either got deleted , or it was never uploaded how is usplash going ? we have usplash packages :) after setting up vesafb , i get : starting ubuntu ..., delay while initrd runs , nice animation , then some kernel messages overwrite parts of it , then a black screen with scrolling text while the animation continues to play only in the center of the screen try sticking -- /bin/echo "" 0 0 0 0 "" > **unknown** -- in **unknown** just after the -- **unknown** proc """" /proc -- line also , does your kernel cmdline have **unknown** ? actually , with the **unknown** option , you may not need the echo line you *do* still need the echo line i tried with **unknown**  no difference are you getting initscript messages ? or kernel messages ? if kernel , you need to add the echo line i mentioned you get initscript messages after init switches to runlevel 2 ? correct at what point does gdm load on your system ? sxx in runlevel 2 ?"	0.3712679171	0	0	0	0	0	0	0	0	0	0	7.2	0	0	0	0	0	0	3	0.0168	8	0.0447	9	0.0503	2	0.0112	1	0.0056	10	0.0559	6	0.0335	19	0.1061	7	0.0391	0	0	0.5268	indicative	0	0	0	0	0	0	0.5873	106	0.5514	179
that was more exciting than the olympic games . :-) ! cookies | gr33n7007h lmao we got there in the end i admire your patience , skills and guts .	0.3613182139	0	0	0	0	1	0.037	0	0	0	0	4.4	0	0	0	0	0	0	1	0.037	1	0.037	1	0.037	0	0	0	0	1	0.037	0	0	2	0.0741	0	0	0	0	0.75	indicative	0	0	0	0	0	0	0.825	26	0.9199	27
im trying to use ubuntu on my macbook pro retina i read in the forums that ubuntu has a apple version now ? not that ive ever heard of .. normal ubutnu should work on an intel based mac . there is the ppc version also . you want total control ? or what are you wanting exactly ? just wondering how it runs	0.3607551636	0	0	0	0	1	0.0169	0	0	0	0	2.9	0	0	0	0	0	0	1	0.0169	6	0.1017	6	0.1017	3	0.0508	2	0.0339	3	0.0508	4	0.0678	5	0.0847	2	0.0339	1	0.0169	0.0833	conditional	0	0	0	0	0	0	0.55	53	0.212	59
"hello , is safe to upgrade ubuntu server 11.10 to 12.04 ? well , it won't explode in your face into thousands of burning chunks of pcb and what about hdd space , it is gonna be circa the same ? it 's going to download a whole bunch of packages so make sure you have some free space what does "" df -h "" say ? i have 13g free , but it will clean after upgrade right ? if it does install extraneous packages , you can try to remove some manually : i have installed php from other repository that ubuntu 's and looks like it going to overwrite it , any way to disable this ? you should disable the other repository before upgrading install the ubuntu version or just remove php altogether"	0.3546295082	0	0	0	0	0	0	0	0	0	0	7.6	0	0	0	0	0	0	1	0.008	4	0.032	11	0.088	1	0.008	1	0.008	6	0.048	2	0.016	15	0.12	5	0.04	0	0	0.5167	conditional	0	0	0	0	0	0	0.55	86	0.9366	125
we rock . or sane rocks , or something . installed xsane , installed hpoj and it just works . what is the recommended email client in ubuntu ? evolution ? yes any output that you see that is superflous is a bug , please file will do . dhclient . i'm not sure how to handle dhclient because it actually grabs the terminal so that you can ctrl-c dhcp	0.3542173452	0	0	0	0	2	0.0328	0	0	0	0	4.4	0	0	0	0	0	0	1	0.0164	4	0.0656	6	0.0984	2	0.0328	0	0	6	0.0984	0	0	2	0.0328	3	0.0492	1	0.0164	0.4063	conditional	0	0	0	0	0	0	0.4944	51	0.6367	61
am i supposed to get a question about the modes i want to be available during xserver-xfree86 ubuntu7 's postinst ? it depends which version of xresprobe you are using , and in any case it is possible if it fails it is done in postinst because we need the server unpacked just check that you will get xresprobe 0.2 -2 ok , so xresprobe still fails here ok . than we can't probe your box yeah seems to do the same kind of thing i am pretty sure the option is broken . gotta go for real we need to take a look to base-config when you have time we need to add apt lines for cd install . agreed , will look at it once i've finished this if we are not in any rush i can do it tomorrow . we can just reuse contrib for universe e non-free for restriceted , and change security according to the last **unknown** with mdz sure ok .. i take the task than . please do not release any sounder until x ubuntu9 is around there 's no release planned until monday week anyway i think sounder 8 will have to wait tuesday i found a few interesting extra bugs in x not this coming monday anyway , the monday after that ok	0.3538949431	0	0	0	0	1	0.0047	1	0.0047	0	0	8.7	0	0	0	0	0	0	1	0.0047	9	0.0423	20	0.0939	4	0.0188	0	0	9	0.0423	6	0.0282	28	0.1315	10	0.0469	0	0	0.3622	conditional	0	0	0	0	0	0	0.5176	131	0.9287	213
cool ... because i bought a digital camera today : -9 well , if it supports usb-storage you won't have a problem anyway does it ? i can't say yet .. battery has to charge for 12 hours the first time :( (( congrats ! i just installed the latest warty ppc daily build , and it installed x without a single question . cool ! does it work ? ) like a charm :-) it even picked the correct resolution my last daily build cd set up 800x600 however , i did not look which driver it uses , have to do that tomorrow . i have to go now ( **unknown** **unknown** do training ) but even if it is the vesa driver , it is just a nice install experience thanks :-) )) maybe that there is no **unknown** button on ppc ? at least this is _my_ problem i mapped them to f11 and the command key on my sid the new libgphoto2 package works like a charm ugh , dentist ? my **unknown** ! chmod 700 **unknown** ? then he cannot hurt you any more ? i am not scared of the dentist or the pain	0.3524304537	0	0	0	0	3	0.0158	0	0	0	0	5.6	0	0	0	0	2	0.0105	2	0.0105	10	0.0526	15	0.0789	2	0.0105	0	0	9	0.0474	2	0.0105	11	0.0579	5	0.0263	1	0.0053	0.3672	indicative	0	0	0	0	0	0	0.5378	120	0.9798	190
so there is no way to upgrade to 10.04 to 12.04 ? i have to upgrade to 11.10 first ? right , ikonia ... but then how do i upgrade from 10.04 to 12.04 ? http://www.ubuntu.com/download/desktop/upgrade describes only updating from 11.10 ... it does this page : https://help.ubuntu.com/community/upgradenotes does not contain the string 12.04 this page : http://www.ubuntu.com/download/desktop/upgrade has only info for upgrading from 11.10 to 12.04 so i'm asking again : do i need to upgrade to 11.10 first ? is there any way whatsoever to do an upgrade from 10.04 lts to 12.04 lts without upgrading to any intermediate release ? of course . one second while i load that page . that page certainly contained the information a few hours ago use this : https://wiki.ubuntu.com/precisepangolin/releasenotes/ubuntudesktop	0.3521715132	0	0	0	0	2	0.0165	0	0	0	0	5.6	0	0	0	0	0	0	2	0.0165	8	0.0661	9	0.0744	2	0.0165	0	0	6	0.0496	1	0.0083	19	0.157	2	0.0165	0	0	0.75	indicative	0	0	0	0	0	0	0.4842	67	0.8787	121
if it rebooted during a install you may just need to free it up run this in a terminal sudo apt-get -f install it sais uable to lock the administration directory you have the software center or synaptic open sorry im new to all this , i dont understand what you mean how did you start the wine install to begin with ? uhm , i think it was sudo apt-get install wine 1.4 have you installed synaptic ? dont think so ... try this command if it does not error run the last one again . sudo dpkg -- configure -a	0.3520709338	0	0	0	0	1	0.0103	0	0	0	0	5.6	0	0	0	0	0	0	1	0.0103	4	0.0412	9	0.0928	1	0.0103	1	0.0103	5	0.0515	3	0.0309	8	0.0825	4	0.0412	0	0	0.4833	conditional	0	0	0	0	0	0	0.5155	66	0.6826	97
